account,is_suspicious,lr_risk_score,gnn_risk_score,ensemble_score,risk_label
A38,0,0.47345787308899057,0.37176834632158623,0.4226131097052884,0
A427,1,0.5234585630094478,0.5845173428958484,0.5539879529526481,1
A189,1,0.4491300436771917,0.46038244009609264,0.4547562418866422,0
A21,1,0.7114566124143626,0.7748649379554895,0.7431607751849261,1
A407,1,0.606600239891074,0.5876650390115207,0.5971326394512974,1
A497,1,0.5384206604320037,0.6535110526867363,0.59596585655937,1
A286,0,0.5148896047434293,0.4423797203346367,0.478634662539033,0
A452,0,0.30047872743236975,0.48096010702658326,0.3907194172294765,0
A383,0,0.44795228158054806,0.7610068486141466,0.6044795650973473,1
A499,0,0.41036325738474033,0.5216674867488529,0.4660153720667966,0
A12,0,0.4841521068516108,0.4522513162340809,0.46820171154284584,0
A210,0,0.4155941485772515,0.5084447618784637,0.4620194552278576,0
A410,0,0.4501006391613388,0.44404226577421996,0.44707145246777935,0
A403,1,0.41084328043959784,0.4723846891787813,0.44161398480918956,0
A439,1,0.8489322441966868,0.7166896441548116,0.7828109441757491,1
A240,0,0.5098657283372227,0.432078209430209,0.47097196888371584,0
A235,0,0.38409385403337437,0.4522005068594999,0.41814718044643717,0
A179,1,0.5915032664967942,0.4161466812086446,0.5038249738527194,1
A98,1,0.6387987467667163,0.5342327769398764,0.5865157618532963,1
A495,1,0.5714558817221961,0.519424922706903,0.5454404022145496,1
A14,0,0.5598211511996699,0.6633867750574526,0.6116039631285612,1
A59,1,0.476349549455608,0.610843514433502,0.543596531944555,1
A492,0,0.2468668540885137,0.4649542988908416,0.35591057648967767,0
A176,0,0.41872783484786535,0.6740873659444511,0.5464076003961582,1
A261,0,0.5395281771353987,0.5187148366350759,0.5291215068852373,1
A362,1,0.5699610849132026,0.4185225567906331,0.49424182085191787,0
A275,0,0.3357978784253365,0.41747962760939283,0.37663875301736466,0
A485,1,0.6797283727612612,0.6045874842062304,0.6421579284837458,1
A339,1,0.4915754042503325,0.4100326467474984,0.45080402549891546,0
A341,1,0.39137424101965484,0.6153627519298377,0.5033684964747462,1
A209,0,0.32054638827234166,0.5049030791824495,0.4127247337273956,0
A346,0,0.458094360110297,0.3957286652902162,0.4269115127002566,0
A154,1,0.6677863660836327,0.6230867286402894,0.645436547361961,1
A207,0,0.7100255232157258,0.7634360485807473,0.7367307858982366,1
A220,1,0.5790618789652068,0.7156741308239196,0.6473680048945631,1
A164,0,0.6288735424700743,0.30445809152781256,0.46666581699894344,0
A238,1,0.3805907606023787,0.5094728673309509,0.4450318139666648,0
A242,0,0.8167724599300316,0.8159992899901701,0.8163858749601008,1
A145,0,0.9034009518164535,0.8610125200295466,0.8822067359230001,1
A263,0,0.3021195355554722,0.42803377731101017,0.36507665643324116,0
A419,1,0.35757621033000075,0.4136836553165482,0.3856299328232745,0
A487,1,0.6855771209892247,0.5599939908612778,0.6227855559252513,1
A115,1,0.3103460006791251,0.37765495135233207,0.3440004760157286,0
A243,1,0.3945639494233516,0.5499702669259479,0.47226710817464973,0
A453,1,0.39891536092806434,0.5192166138309547,0.45906598737950954,0
A322,1,0.618027451889471,0.7280517345827652,0.6730395932361181,1
A196,0,0.6082419646895982,0.7364140634388633,0.6723280140642307,1
A253,0,0.5124246108200377,0.3214938367041746,0.41695922376210615,0
A352,1,0.8867652490561637,0.8419354561128327,0.8643503525844982,1
A2,0,0.5768254422856754,0.5490815261899151,0.5629534842377952,1
A90,1,0.3724496756654325,0.4711701751074797,0.4218099253864561,0
A285,0,0.3503478463704646,0.4773656364925575,0.4138567414315111,0
A237,0,0.407692582043555,0.6110618976694322,0.5093772398564936,1
A304,1,0.5127847592967378,0.5664916657249099,0.5396382125108239,1
A162,1,0.6158469347513651,0.7327322280504691,0.6742895814009171,1
A368,0,0.3591082571703822,0.407099082700685,0.3831036699355336,0
A456,1,0.43138295665809584,0.5371868121511038,0.4842848844045998,0
A280,1,0.5175911512820939,0.6016315545866885,0.5596113529343911,1
A228,1,0.7427476486793272,0.6647480813842116,0.7037478650317694,1
A230,1,0.6696361192143309,0.4524215584365028,0.5610288388254168,1
A141,1,0.4545316078471856,0.5913805678208578,0.5229560878340217,1
A392,1,0.5647689374579834,0.704925041043381,0.6348469892506823,1
A122,0,0.2718453180060959,0.572360193688245,0.42210275584717044,0
A140,0,0.6406439643941491,0.7821424393565919,0.7113932018753705,1
A120,0,0.5217596230714517,0.4483773833710444,0.48506850322124806,0
A361,1,0.8491608047842288,0.5886206107823858,0.7188907077833073,1
A169,1,0.6297265557236542,0.5769977354517952,0.6033621455877247,1
A277,0,0.6145618675007096,0.5761487159093266,0.5953552917050181,1
A215,1,0.3929373805498567,0.44771667277706584,0.4203270266634613,0
A376,0,0.5766275312025699,0.6823789308245676,0.6295032310135688,1
A279,0,0.5398101561140556,0.6148703452581438,0.5773402506860996,1
A172,1,0.6612059465690187,0.563289386792314,0.6122476666806663,1
A13,1,0.6767479634817551,0.6456793077609171,0.6612136356213361,1
A93,0,0.32230294223227657,0.4594508694796685,0.39087690585597257,0
A333,1,0.5333784359391089,0.44677980842792553,0.49007912218351724,0
A102,0,0.5568581531018539,0.5528826680645798,0.5548704105832168,1
A429,1,0.6964989169994358,0.6643361846146493,0.6804175508070425,1
A64,1,0.3991989312370537,0.5318799496712947,0.46553944045417417,0
A111,0,0.4187198607523577,0.5176981653184075,0.4682090130353826,0
A85,0,0.5104913277107429,0.5380338196564036,0.5242625736835733,1
A310,1,0.8898393152297005,0.8746090153004522,0.8822241652650764,1
A83,0,0.38790337642399103,0.3961803012544034,0.3920418388391972,0
A493,1,0.8094185340781813,0.8563981463072176,0.8329083401926994,1
A159,1,0.6541415828434285,0.5159389668526047,0.5850402748480166,1
A101,0,0.3546854869779114,0.640659874164817,0.49767268057136416,0
A307,1,0.47247612536315853,0.4128395126630151,0.4426578190130868,0
A177,1,0.5642119499292626,0.4718726685603526,0.5180423092448077,1
A272,1,0.5512506905737261,0.5167457599386045,0.5339982252561652,1
A174,0,0.44112126094615245,0.41817431180877945,0.4296477863774659,0
A54,1,0.7182882444352553,0.5207486181042499,0.6195184312697526,1
A221,0,0.44077699836271417,0.47712493002027384,0.458950964191494,0
A222,1,0.42171968239514446,0.5479682804017957,0.48484398139847007,0
A315,0,0.6957822859000744,0.8083315804735758,0.7520569331868251,1
A223,0,0.4094643045249185,0.4232809837859986,0.41637264415545855,0
A342,0,0.47300206767246494,0.461352195327178,0.4671771314998215,0
A132,1,0.35486920572467995,0.4292630872419593,0.3920661464833196,0
A284,0,0.5451015752605418,0.5133354353242695,0.5292185052924057,1
A43,0,0.462790895178463,0.5615134344754755,0.5121521648269692,1
A123,1,0.5269473447441867,0.3871934945408313,0.457070419642509,0
A388,0,0.4415138530490108,0.4841155322549301,0.46281469265197045,0
A251,0,0.795972199684856,0.8346974608057526,0.8153348302453043,1
A113,1,0.4964832648038402,0.537456832527397,0.5169700486656186,1
A297,0,0.548935521090154,0.45457944322999855,0.5017574821600763,1
A188,1,0.4929021175758434,0.5210319793345052,0.5069670484551743,1
A217,0,0.6260212600246947,0.6107484586073596,0.6183848593160272,1
A369,1,0.35848674938367775,0.5198427533056307,0.4391647513446542,0
A486,0,0.36958582762936415,0.44791917872642084,0.40875250317789247,0
A378,1,0.4369656612218704,0.4055986039049228,0.42128213256339664,0
A247,1,0.3733242062101321,0.5637363416683574,0.46853027393924473,0
A268,0,0.6218394491744329,0.7057349063008213,0.6637871777376271,1
A151,0,0.5623640945121777,0.5432658808716448,0.5528149876919113,1
A116,1,0.441310744938117,0.4167671153056023,0.4290389301218597,0
A27,0,0.5463680853327049,0.5853045825340849,0.5658363339333949,1
A385,0,0.5098280671307909,0.3502425089298932,0.4300352880303421,0
A245,0,0.38006931770458274,0.4002365174741306,0.39015291758935666,0
A26,1,0.4974618364481568,0.4108565799923523,0.4541592082202546,0
A129,0,0.30662988273786,0.6312042089993332,0.4689170458685966,0
A33,0,0.5625818780827495,0.5325132062937138,0.5475475421882317,1
A205,1,0.7532414372534819,0.7286360078443522,0.740938722548917,1
A351,0,0.7227625266296178,0.7405523159456118,0.7316574212876148,1
A155,1,0.6148766558166432,0.5600174373076237,0.5874470465621334,1
A391,0,0.6796980124790406,0.6293618588081339,0.6545299356435872,1
A213,0,0.4183340230449393,0.47767531291164805,0.44800466797829364,0
A397,0,0.5436760552758365,0.5507792399440354,0.547227647609936,1
A156,0,0.4101546709879971,0.4115833021406791,0.4108689865643381,0
A291,1,0.33268854149216065,0.4639379575483319,0.39831324952024627,0
A338,1,0.8351819718894535,0.8267657276944436,0.8309738497919485,1
A147,1,0.42347631049971735,0.3998463821026242,0.4116613463011708,0
A119,1,0.4855447521409593,0.7243885802837012,0.6049666662123303,1
A478,0,0.5428529638508067,0.46353880837923167,0.5031958861150192,1
A76,1,0.44270813356276617,0.5084170042665956,0.4755625689146809,0
A36,1,0.36501376950045816,0.6133998937844894,0.4892068316424738,0
A30,1,0.49844689976138096,0.5498650967348443,0.5241559982481127,1
A422,1,0.250835238088912,0.6015105390444243,0.42617288856666813,0
A256,0,0.683705227664527,0.4628965791751608,0.573300903419844,1
A46,0,0.49597400235957867,0.6557377302273264,0.5758558662934525,1
A387,1,0.744526532758177,0.685628147256917,0.715077340007547,1
A469,1,0.4590046452097799,0.5520055306846431,0.5055050879472115,1
A178,1,0.7481993083401779,0.6126097496392103,0.6804045289896941,1
A53,0,0.371454310769782,0.45619865096537887,0.41382648086758045,0
A281,0,0.5769327235697462,0.5709310616677677,0.573931892618757,1
A18,1,0.48383700824105597,0.42924260101168993,0.45653980462637295,0
A165,1,0.5155722195500688,0.6523476206055047,0.5839599200777867,1
A0,1,0.29446751246335945,0.5372000081406885,0.41583376030202396,0
A96,1,0.7106563084829995,0.6796699699822463,0.695163139232623,1
A255,0,0.5019121650720405,0.6425586634426451,0.5722354142573428,1
A320,1,0.8191477190521893,0.8898853152015087,0.854516517126849,1
A311,0,0.4771804739050889,0.4474343716504503,0.4623074227777696,0
A7,0,0.4172645701698914,0.38706182581210324,0.4021631979909973,0
A149,1,0.3873645970599536,0.561421207710987,0.47439290238547027,0
A241,0,0.28772272018885886,0.43094135884397194,0.3593320395164154,0
A97,0,0.29224185632305477,0.37534268374264046,0.3337922700328476,0
A69,1,0.35715388348099447,0.5517957108763246,0.4544747971786596,0
A404,0,0.4316879159610367,0.401630984732564,0.4166594503468003,0
A259,1,0.568913501205401,0.6201539515349738,0.5945337263701873,1
A136,1,0.6532308459971807,0.6338294147466241,0.6435301303719024,1
A443,0,0.5913408929429655,0.5079123247352925,0.5496266088391291,1
A170,1,0.7728411143790647,0.6835052412483351,0.7281731778137,1
A477,0,0.4863054356345779,0.5749288781762407,0.5306171569054093,1
A292,0,0.5796273031423916,0.5985237779343795,0.5890755405383856,1
A415,0,0.38157319483796515,0.6037805605031521,0.4926768776705586,0
A447,1,0.7246716068378627,0.7609558016926065,0.7428137042652345,1
A466,0,0.5062054957152868,0.40634446306556665,0.4562749793904267,0
A233,0,0.3965678703283674,0.410007752856132,0.4032878115922497,0
A335,1,0.6359518563959689,0.4210590463732955,0.5285054513846321,1
A496,1,0.6787689389552984,0.5252492131555522,0.6020090760554253,1
A454,0,0.4387808848138956,0.7256612608039622,0.5822210728089289,1
A382,0,0.3859330521375053,0.34555234431800463,0.36574269822775496,0
A462,0,0.32313776042020387,0.4291453957267852,0.3761415780734945,0
A28,1,0.405876781130085,0.4780846426234389,0.44198071187676197,0
A150,1,0.2611620469251561,0.43859933543265184,0.34988069117890397,0
A271,0,0.30178720203446296,0.5235651459574022,0.4126761739959326,0
A92,1,0.5648045144053133,0.5487484636219946,0.556776489013654,1
A87,0,0.549658930079841,0.46229992229400796,0.5059794261869245,1
A298,0,0.48147678544188455,0.49019396124864717,0.48583537334526583,0
A73,0,0.8119642043754195,0.4710864734938643,0.6415253389346419,1
A130,1,0.48724991740015566,0.3854199619617101,0.43633493968093284,0
A461,0,0.37796410156074917,0.7400862559316166,0.5590251787461828,1
A483,1,0.3249938761605052,0.510618119633842,0.41780599789717354,0
A358,0,0.4189070451262639,0.6174735651801864,0.5181903051532252,1
A254,1,0.42465184394782546,0.3856326889460897,0.4051422664469576,0
A117,1,0.6522681473363865,0.5986792788675287,0.6254737131019577,1
A225,0,0.3455851322739227,0.44816396180313345,0.3968745470385281,0
A17,0,0.665343861888285,0.42472081430515535,0.5450323380967201,1
A465,1,0.48108927195390677,0.44718386436163066,0.4641365681577687,0
A89,1,0.5905331050604191,0.4774392075752383,0.5339861563178288,1
A187,0,0.3228936388669074,0.4022881905312845,0.362590914699096,0
A131,1,0.48401746652283784,0.3312729916529659,0.4076452290879019,0
A411,0,0.44471924063478324,0.46388681268888626,0.45430302666183475,0
A344,1,0.6548383179962352,0.7528898324164615,0.7038640752063483,1
A421,1,0.633342500310224,0.5409724569115605,0.5871574786108922,1
A326,0,0.30642540714604,0.46872095401136843,0.3875731805787042,0
A287,0,0.6077939191853206,0.5705113782354784,0.5891526487103995,1
A167,1,0.5781072233529179,0.545792064121425,0.5619496437371714,1
A32,1,0.46689004664990236,0.48333367686953094,0.47511186175971665,0
A484,1,0.3712568180949937,0.5891320137002003,0.48019441589759704,0
A19,0,0.7625309311032876,0.7210060873347043,0.741768509218996,1
A380,1,0.43829793740425693,0.42903115314238033,0.43366454527331866,0
A372,1,0.6015333316271213,0.3538125543486453,0.4776729429878833,0
A143,0,0.3683273709142973,0.5074540442817448,0.43789070759802107,0
A227,1,0.607072216725236,0.8187906765826324,0.7129314466539343,1
A25,0,0.3624217472215937,0.6367725202375428,0.49959713372956827,0
A402,0,0.6382679201695075,0.6967527755632366,0.667510347866372,1
A106,0,0.617573060914127,0.4494950295898196,0.5335340452519732,1
A168,1,0.6795319575508888,0.5800212388985898,0.6297765982247393,1
A262,0,0.3753923560583044,0.5195116272518455,0.447451991655075,0
A303,1,0.3365794042032161,0.4956640573321152,0.4161217307676657,0
A314,1,0.3353257449250976,0.5752009756723022,0.4552633602986999,0
A433,1,0.6491313825180937,0.48960253284327315,0.5693669576806835,1
A75,0,0.4637612214197383,0.5262349793339861,0.4949981003768622,0
A423,0,0.3187546245858987,0.5511793059799649,0.4349669652829318,0
A218,1,0.6758754313271441,0.7224333174071267,0.6991543743671353,1
A190,0,0.4632476269805745,0.46596042162210155,0.464604024301338,0
A300,0,0.40168306468657594,0.4562865343998337,0.4289847995432048,0
A489,1,0.6154417624412253,0.490818798954068,0.5531302806976466,1
A62,1,0.7673234250185789,0.7299084961564094,0.7486159605874941,1
A295,1,0.5446052242055666,0.47087846227350955,0.5077418432395381,1
A246,1,0.19980431451135341,0.5061455476720595,0.35297493109170647,0
A114,0,0.481551270466217,0.5072334373386885,0.49439235390245273,0
A318,1,0.2216098816993628,0.6791132705931964,0.4503615761462796,0
A336,1,0.5933931472410622,0.6133693199257624,0.6033812335834123,1
A386,0,0.4630958864839733,0.47619180548340456,0.4696438459836889,0
A316,1,0.6672588251351677,0.604682898949294,0.6359708620422309,1
A56,1,0.5858239856402506,0.7069312709401802,0.6463776282902154,1
A157,1,0.44160353427241,0.4876501050487636,0.46462681966058683,0
A306,1,0.35248984646237763,0.4988245176411068,0.4256571820517422,0
A61,0,0.5189657448690858,0.5191058712554808,0.5190358080622832,1
A379,1,0.7287038951075169,0.7000094836343088,0.7143566893709128,1
A471,0,0.612960517242148,0.48330422784303606,0.548132372542592,1
A39,1,0.438478626321386,0.3932457431380749,0.41586218472973047,0
A293,0,0.6505896910612408,0.7760093025784018,0.7132994968198213,1
A432,0,0.5245457824328342,0.4945023833274262,0.5095240828801302,1
A324,0,0.5812392869878085,0.40003296923558207,0.49063612811169527,0
A74,0,0.5827050215526386,0.5473731010318529,0.5650390612922458,1
A389,1,0.5499822940817529,0.5310438392912459,0.5405130666864995,1
A395,0,0.479611636188673,0.4380282561177528,0.45881994615321287,0
A319,1,0.5472635067675021,0.6036751222832509,0.5754693145253765,1
A302,1,0.4523372393728716,0.5076503323989451,0.47999378588590835,0
A146,0,0.4206538876794226,0.33391766896203634,0.37728577832072946,0
A414,1,0.6396865805499385,0.6191725914931143,0.6294295860215264,1
A460,0,0.41749338489596577,0.6584963348106335,0.5379948598532996,1
A224,1,0.7495924211412044,0.5431335117170166,0.6463629664291105,1
A186,1,0.663954319513982,0.4068655883681276,0.5354099539410548,1
A396,0,0.3514729961829243,0.5592857658061032,0.4553793809945138,0
A323,1,0.675159718914867,0.7036276126081246,0.6893936657614959,1
A347,1,0.5074666675335998,0.47293340645259874,0.4902000369930993,0
A158,0,0.7285357741666342,0.571441732327052,0.6499887532468431,1
A480,1,0.4037622917145684,0.4002417212456902,0.4020020064801293,0
A448,1,0.6480372939803536,0.6255412328356146,0.6367892634079841,1
A192,0,0.3913569986167772,0.3530827883414543,0.37221989347911577,0
A312,1,0.4454596808751987,0.47130961152103634,0.45838464619811753,0
A99,1,0.6473143341727932,0.47598500794625753,0.5616496710595253,1
A214,0,0.4134345199825088,0.49772501455645357,0.4555797672694812,0
A494,1,0.4800081244027946,0.36433664277103633,0.42217238358691545,0
A435,0,0.2915834389267985,0.4166396963811324,0.35411156765396545,0
A82,1,0.6090591447335496,0.31023646698805546,0.45964780586080256,0
A202,1,0.5626285890803615,0.42647536078109044,0.494551974930726,0
A257,0,0.6166718982245358,0.6345242050080129,0.6255980516162744,1
A8,0,0.5437180545042296,0.7377229571797982,0.6407205058420139,1
A350,1,0.7766401758840416,0.6617541725376279,0.7191971742108347,1
A103,1,0.7506604669598759,0.3972472194291066,0.5739538431944913,1
